Species ID,Species Label,Active Taxa,Source Count,Group,Proteome Strategy,Protein Strategy,Proteome ID,Proteome Label,Proteome IRI,Reviewed Proteins,Unreviewed Proteins,Total Proteins,Errors
5061,Aspergillus niger,425011,1,other-eukaryote,uniprot-reference,strong-blast-match,380704,Aspergillus niger ATCC 1015,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A380704,13,10936,10949,
5064,Aspergillus restrictus,5064,1,other-eukaryote,uniprot-misc,strong-blast-match,5064,Aspergillus restrictus,http://www.uniprot.org/uniprot/?query=taxonomy%3A5064,1,16,17,
5067,Aspergillus parasiticus,5067,1,other-eukaryote,uniprot-reference,strong-blast-match,1403190,Aspergillus parasiticus SU-1,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1403190,1,8644,8645,
5076,Penicillium chrysogenum,5076,5,other-eukaryote,uniprot-complete,strong-blast-match,5076,Penicillium chrysogenum,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A5076,0,11144,11144,
5077,Penicillium citrinum,5077,1,other-eukaryote,iuis,strong-blast-match,5077,Penicillium citrinum,http://iedb.org/IUISProteome_5077,2,3,5,
5141,Neurospora crassa,5141,4,other-eukaryote,uniprot-reference,strong-blast-match,367110,Neurospora crassa OR74A (Neurospora crassa 74-OR23-1VA),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A367110,836,9422,10258,
5207,Cryptococcus neoformans,235443; 283643; 214684,6,other-eukaryote,uniprot-reference,strong-blast-match,214684,Cryptococcus neoformans var. neoformans JEC21 (Cryptococcus neoformans JEC21),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A214684,368,6068,6436,
5270,Ustilago maydis,237631,2,other-eukaryote,uniprot-reference,strong-blast-match,237631,Ustilago maydis 521,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A237631,343,6210,6553,
5334,Schizophyllum commune,5334,1,other-eukaryote,uniprot-reference,strong-blast-match,578458,Schizophyllum commune H4-8,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A578458,11,13117,13128,
5476,Candida albicans,5476; 237561; 294748,22,other-eukaryote,uniprot-reference,strong-blast-match,237561,Candida albicans SC5314,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A237561,852,8229,9081,
5482,Candida tropicalis,5482,1,other-eukaryote,uniprot-reference,strong-blast-match,294747,Candida tropicalis MYA-3404 (Candida tropicalis T1),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A294747,67,6159,6226,
5501,Coccidioides immitis,5501,1,other-eukaryote,uniprot-reference,strong-blast-match,396776,Coccidioides immitis H538.4,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A396776,0,10588,10588,
5503,Curvularia lunata,5503,2,other-eukaryote,iuis,strong-blast-match,5503,Curvularia lunata,http://iedb.org/IUISProteome_5503,2,1,3,
5537,Rhodotorula mucilaginosa,5537,1,other-eukaryote,iuis,strong-blast-match,5537,Rhodotorula mucilaginosa,http://iedb.org/IUISProteome_5537,1,1,2,
5551,Trichophyton rubrum,5551,1,other-eukaryote,uniprot-reference,strong-blast-match,559305,Trichophyton rubrum CBS 118892,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A559305,1,10004,10005,
5599,Alternaria alternata,5599,16,other-eukaryote,iuis,strong-blast-match,5599,Alternaria alternata,http://iedb.org/IUISProteome_5599,10,0,10,
5659,Leishmania amazonensis,5659,2,other-eukaryote,uniprot-misc,strong-blast-match,5659,Leishmania amazonensis,http://www.uniprot.org/uniprot/?query=taxonomy%3A5659,9,128,137,
5660,Leishmania braziliensis,420245; 5660,18,other-eukaryote,uniprot-reference,strong-blast-match,5660,Leishmania braziliensis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5660,29,8070,8099,
5661,Leishmania donovani,5661,11,other-eukaryote,uniprot-complete,strong-blast-match,981087,Leishmania donovani BPK282A1,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A981087,0,7960,7960,
5664,Leishmania major,5664; 347515,84,other-eukaryote,uniprot-reference,strong-blast-match,5664,Leishmania major,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5664,45,7996,8041,
5665,Leishmania mexicana,5665; 929439,6,other-eukaryote,uniprot-complete,strong-blast-match,929439,Leishmania mexicana MHOM/GT/2001/U1103,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A929439,1,7917,7918,
5667,Leishmania aethiopica,5667,4,other-eukaryote,uniprot-misc,strong-blast-match,5667,Leishmania aethiopica,http://www.uniprot.org/uniprot/?query=taxonomy%3A5667,0,49,49,
5671,Leishmania infantum,5671; 435258,37,other-eukaryote,uniprot-reference,strong-blast-match,5671,Leishmania infantum,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5671,31,8016,8047,
5679,Leishmania panamensis,5679,4,other-eukaryote,uniprot-complete,strong-blast-match,5679,Leishmania panamensis,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A5679,0,7704,7704,
5682,Leishmania pifanoi,5682,1,other-eukaryote,uniprot-misc,strong-blast-match,5682,Leishmania pifanoi,http://www.uniprot.org/uniprot/?query=taxonomy%3A5682,2,2,4,
5691,Trypanosoma brucei,679716; 5702; 31285; 185431; 5691,14,other-eukaryote,uniprot-reference,strong-blast-match,185431,Trypanosoma brucei brucei TREU927,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A185431,48,8539,8587,
5693,Trypanosoma cruzi,353153; 5693,723,other-eukaryote,uniprot-reference,strong-blast-match,353153,Trypanosoma cruzi strain CL Brener,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A353153,44,19198,19242,
5722,Trichomonas vaginalis,412133; 5722,3,other-eukaryote,uniprot-reference,strong-blast-match,5722,Trichomonas vaginalis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5722,5,50186,50191,
5741,Giardia intestinalis (Giardia lamblia),658858; 5741; 598745; 184922,416,other-eukaryote,uniprot-reference,strong-blast-match,184922,Giardia lamblia ATCC 50803,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A184922,15,7139,7154,
5755,Acanthamoeba castellanii,5755,4,other-eukaryote,uniprot-reference,strong-blast-match,1257118,Acanthamoeba castellanii str. Neff,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1257118,0,14939,14939,
5759,Entamoeba histolytica,294381; 885311; 5759,145,other-eukaryote,uniprot-reference,strong-blast-match,5759,Entamoeba histolytica,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5759,19,7940,7959,
5762,Naegleria gruberi,744533,1,other-eukaryote,uniprot-reference,strong-blast-match,5762,Naegleria gruberi,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5762,6,15630,15636,
5801,Eimeria acervulina,5801,1,other-eukaryote,uniprot-reference,strong-blast-match,5801,Eimeria acervulina,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5801,0,6867,6867,
5802,Eimeria tenella,5802,2,other-eukaryote,uniprot-reference,strong-blast-match,5802,Eimeria tenella,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5802,0,8595,8595,
5807,Cryptosporidium parvum,353152; 5807,134,other-eukaryote,uniprot-reference,strong-blast-match,353152,Cryptosporidium parvum Iowa II,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A353152,7,3798,3805,
5811,Toxoplasma gondii,508771; 1130820; 935652; 432359; 943118; 943119; 507601; 383379; 5811; 933077,270,other-eukaryote,uniprot-reference,strong-blast-match,432359,Toxoplasma gondii VEG,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A432359,6,8398,8404,
5821,Plasmodium berghei,5821; 5823,405,other-eukaryote,uniprot-reference,strong-blast-match,5823,Plasmodium berghei ANKA,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5823,18,11638,11656,
5824,Plasmodium brasilianum,5824,1,other-eukaryote,uniprot-misc,strong-blast-match,5824,Plasmodium brasilianum,http://www.uniprot.org/uniprot/?query=taxonomy%3A5824,1,25,26,
5825,Plasmodium chabaudi,5825; 31271,4,other-eukaryote,uniprot-reference,strong-blast-match,5825,Plasmodium chabaudi,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5825,13,14601,14614,
5827,Plasmodium cynomolgi,5827; 5828,3,other-eukaryote,uniprot-reference,strong-blast-match,1120755,Plasmodium cynomolgi strain B,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1120755,0,5713,5713,
5833,Plasmodium falciparum (malaria parasite P. falciparum),36329; 5833; 5834; 5835; 5837; 5838; 5839; 5841; 5842; 57266; 1036723; 5843; 5846; 57270; 5848; 580058; 580059,407,other-eukaryote,uniprot-reference,strong-blast-match,36329,Plasmodium falciparum 3D7,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A36329,157,5170,5327,
5849,Plasmodium gallinaceum,5849,1,other-eukaryote,uniprot-misc,strong-blast-match,5849,Plasmodium gallinaceum,http://www.uniprot.org/uniprot/?query=taxonomy%3A5849,3,89,92,
5850,Plasmodium knowlesi,5850; 5851; 5852,10,other-eukaryote,uniprot-reference,strong-blast-match,5851,Plasmodium knowlesi strain H,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5851,15,5085,5100,
5854,Plasmodium reichenowi,5854,2,other-eukaryote,uniprot-complete,strong-blast-match,5854,Plasmodium reichenowi,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A5854,0,5630,5630,
5855,Plasmodium vivax (malaria parasite P. vivax),31273; 126793; 5855,48,other-eukaryote,uniprot-reference,strong-blast-match,126793,Plasmodium vivax Sal-1,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A126793,17,5372,5389,
5857,Plasmodium fragile,5857,1,other-eukaryote,uniprot-reference,strong-blast-match,5857,Plasmodium fragile,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5857,0,5638,5638,
5858,Plasmodium malariae,5858,1,other-eukaryote,uniprot-misc,strong-blast-match,5858,Plasmodium malariae,http://www.uniprot.org/uniprot/?query=taxonomy%3A5858,2,96,98,
5859,Plasmodium simium,5859,1,other-eukaryote,uniprot-misc,strong-blast-match,5859,Plasmodium simium,http://www.uniprot.org/uniprot/?query=taxonomy%3A5859,1,6,7,
5861,Plasmodium yoelii,5861; 352914; 73239,53,other-eukaryote,uniprot-reference,strong-blast-match,73239,Plasmodium yoelii yoelii,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A73239,32,7725,7757,
5865,Babesia bovis,5865; 484906,11,other-eukaryote,uniprot-reference,strong-blast-match,5865,Babesia bovis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5865,8,3679,3687,
5866,Babesia bigemina,5866,3,other-eukaryote,uniprot-reference,strong-blast-match,5866,Babesia bigemina,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5866,0,4432,4432,
5868,Babesia microti,5868,2,other-eukaryote,uniprot-reference,strong-blast-match,1133968,Babesia microti strain RI,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1133968,0,1528,1528,
5872,Theileria equi,5872,2,other-eukaryote,uniprot-reference,strong-blast-match,1537102,Theileria equi strain WA,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A1537102,0,5313,5313,
5874,Theileria annulata,353154; 5874,3,other-eukaryote,uniprot-reference,strong-blast-match,5874,Theileria annulata,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5874,31,3759,3790,
5875,Theileria parva,333668; 5875,15,other-eukaryote,uniprot-reference,strong-blast-match,5875,Theileria parva,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A5875,36,4035,4071,
5877,Theileria sergenti,5877,6,other-eukaryote,uniprot-misc,strong-blast-match,5877,Theileria sergenti,http://www.uniprot.org/uniprot/?query=taxonomy%3A5877,0,53,53,
5885,Paramecium caudatum,5885,1,other-eukaryote,genbank,strong-blast-match,5885,Paramecium caudatum,http://www.ncbi.nlm.nih.gov/genome/?term=txid5885[Organism:noexp],0,42,42,
5911,Tetrahymena thermophila,312017,1,other-eukaryote,uniprot-reference,strong-blast-match,312017,Tetrahymena thermophila SB210,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A312017,55,24643,24698,
6035,Encephalitozoon cuniculi,284813; 6035,35,other-eukaryote,uniprot-reference,strong-blast-match,284813,Encephalitozoon cuniculi GB-M1,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A284813,424,1584,2008,
6100,Aequorea victoria,6100,1,other-eukaryote,uniprot-misc,strong-blast-match,6100,Aequorea victoria,http://www.uniprot.org/uniprot/?query=taxonomy%3A6100,3,18,21,
6182,Schistosoma japonicum,6182,22,other-eukaryote,genbank,strong-blast-match,6182,Schistosoma japonicum,http://www.ncbi.nlm.nih.gov/genome/?term=txid6182[Organism:noexp],0,12,12,
6183,Schistosoma mansoni,6183,21,other-eukaryote,uniprot-reference,strong-blast-match,6183,Schistosoma mansoni,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6183,8,11715,11723,
6184,Schistosoma bovis,6184,1,other-eukaryote,uniprot-misc,strong-blast-match,6184,Schistosoma bovis,http://www.uniprot.org/uniprot/?query=taxonomy%3A6184,1,31,32,
6185,Schistosoma haematobium,6185,1,other-eukaryote,uniprot-reference,strong-blast-match,6185,Schistosoma haematobium,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6185,0,11119,11119,
6192,Fasciola hepatica (liver fluke),6192,22,other-eukaryote,genbank,strong-blast-match,6192,Fasciola hepatica (liver fluke),http://www.ncbi.nlm.nih.gov/genome/?term=txid6192[Organism:noexp],0,12,12,
6203,Taenia ovis (sheep tapeworm),6203,1,other-eukaryote,uniprot-misc,strong-blast-match,6203,Taenia ovis (sheep tapeworm),http://www.uniprot.org/uniprot/?query=taxonomy%3A6203,1,34,35,
6204,Taenia solium (pig tapeworm),6204,11,other-eukaryote,uniprot-misc,strong-blast-match,6204,Taenia solium (pig tapeworm),http://www.uniprot.org/uniprot/?query=taxonomy%3A6204,8,296,304,
6206,Taenia saginata (beef tapeworm),6206,5,other-eukaryote,genbank,strong-blast-match,6206,Taenia saginata (beef tapeworm),http://www.ncbi.nlm.nih.gov/genome/?term=txid6206[Organism:noexp],0,12,12,
6207,Taenia crassiceps,6207,3,other-eukaryote,uniprot-misc,strong-blast-match,6207,Taenia crassiceps,http://www.uniprot.org/uniprot/?query=taxonomy%3A6207,0,42,42,
6210,Echinococcus granulosus,6210,11,other-eukaryote,uniprot-reference,strong-blast-match,6210,Echinococcus granulosus,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6210,0,11279,11279,
6238,Caenorhabditis briggsae,6238,1,other-eukaryote,uniprot-reference,strong-blast-match,6238,Caenorhabditis briggsae,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6238,574,21176,21750,
6239,Caenorhabditis elegans (roundworm),6239,11,other-eukaryote,uniprot-reference,strong-blast-match,6239,Caenorhabditis elegans (roundworm),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6239,3460,1198,4658,
6248,Strongyloides stercoralis,6248,1,other-eukaryote,uniprot-reference,strong-blast-match,6248,Strongyloides stercoralis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6248,0,12851,12851,
6253,Ascaris suum (pig roundworm),6253,1,other-eukaryote,uniprot-reference,strong-blast-match,6253,Ascaris suum (pig roundworm),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6253,0,9213,9213,
6269,Anisakis simplex (herring worm),6269,4,other-eukaryote,uniprot-reference,strong-blast-match,6269,Anisakis simplex (herring worm),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6269,7,20779,20786,
6279,Brugia malayi (agent of lymphatic filariasis),6279,6,other-eukaryote,uniprot-reference,strong-blast-match,6279,Brugia malayi (agent of lymphatic filariasis),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6279,63,18402,18465,
6282,Onchocerca volvulus,6282,5,other-eukaryote,uniprot-reference,strong-blast-match,6282,Onchocerca volvulus,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6282,40,12185,12225,
6289,Haemonchus contortus (red stomach worm),6289,1,other-eukaryote,uniprot-reference,strong-blast-match,6289,Haemonchus contortus (red stomach worm),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6289,0,3220,3220,
6293,Wuchereria bancrofti (agent of lymphatic filariasis),6293,4,other-eukaryote,uniprot-reference,strong-blast-match,6293,Wuchereria bancrofti (agent of lymphatic filariasis),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6293,0,19298,19298,
6299,Litomosoides carinii,6299,1,other-eukaryote,uniprot-misc,strong-blast-match,6299,Litomosoides carinii,http://www.uniprot.org/uniprot/?query=taxonomy%3A6299,1,2,3,
6334,Trichinella spiralis,6334,4,other-eukaryote,uniprot-reference,strong-blast-match,6334,Trichinella spiralis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6334,1,16040,16041,
6339,Heligmosomoides polygyrus,6339,1,other-eukaryote,uniprot-misc,strong-blast-match,6339,Heligmosomoides polygyrus,http://www.uniprot.org/uniprot/?query=taxonomy%3A6339,0,256,256,
6421,Hirudo medicinalis (medicinal leech),6421,1,other-eukaryote,uniprot-misc,strong-blast-match,6421,Hirudo medicinalis (medicinal leech),http://www.uniprot.org/uniprot/?query=taxonomy%3A6421,30,112,142,
6454,Haliotis rufescens (California red abalone),6454,1,other-eukaryote,uniprot-misc,strong-blast-match,6454,Haliotis rufescens (California red abalone),http://www.uniprot.org/uniprot/?query=taxonomy%3A6454,3,127,130,
6491,Conus geographus (geography cone),6491,3,other-eukaryote,uniprot-misc,strong-blast-match,6491,Conus geographus (geography cone),http://www.uniprot.org/uniprot/?query=taxonomy%3A6491,15,4,19,
6492,Conus magus (magus cone),6492,1,other-eukaryote,uniprot-misc,strong-blast-match,6492,Conus magus (magus cone),http://www.uniprot.org/uniprot/?query=taxonomy%3A6492,19,10,29,
6493,Conus striatus (striated cone),6493,1,other-eukaryote,uniprot-misc,strong-blast-match,6493,Conus striatus (striated cone),http://www.uniprot.org/uniprot/?query=taxonomy%3A6493,37,81,118,
6495,Conus tulipa (fish-hunting cone snail),6495,1,other-eukaryote,uniprot-misc,strong-blast-match,6495,Conus tulipa (fish-hunting cone snail),http://www.uniprot.org/uniprot/?query=taxonomy%3A6495,6,4,10,
6536,Helix pomatia (edible snail),6536,1,other-eukaryote,uniprot-misc,strong-blast-match,6536,Helix pomatia (edible snail),http://www.uniprot.org/uniprot/?query=taxonomy%3A6536,9,17,26,
6661,Artemia franciscana,6661,1,other-eukaryote,iuis,strong-blast-match,6661,Artemia franciscana,http://iedb.org/IUISProteome_6661,0,1,1,
6687,Penaeus monodon (tiger prawn),6687,2,other-eukaryote,iuis,strong-blast-match,6687,Penaeus monodon (tiger prawn),http://iedb.org/IUISProteome_6687,2,1,3,
6689,Litopenaeus vannamei (white shrimp),6689,4,other-eukaryote,iuis,strong-blast-match,6689,Litopenaeus vannamei (white shrimp),http://iedb.org/IUISProteome_6689,0,1,1,
6690,Farfantepenaeus aztecus (brown shrimp),6690,2,other-eukaryote,uniprot-misc,strong-blast-match,6690,Farfantepenaeus aztecus (brown shrimp),http://www.uniprot.org/uniprot/?query=taxonomy%3A6690,0,18,18,
6850,Limulus polyphemus (Atlantic horseshoe crab),6850,2,other-eukaryote,genbank,strong-blast-match,6850,Limulus polyphemus (Atlantic horseshoe crab),http://www.ncbi.nlm.nih.gov/genome/?term=txid6850[Organism:noexp],0,13,13,
6858,Androctonus australis (Sahara scorpion),6858; 70175,6,other-eukaryote,uniprot-misc,strong-blast-match,6858,Androctonus australis (Sahara scorpion),http://www.uniprot.org/uniprot/?query=taxonomy%3A6858,32,9,41,
6859,Androctonus mauritanicus,6860,1,other-eukaryote,uniprot-misc,strong-blast-match,6859,Androctonus mauritanicus,http://www.uniprot.org/uniprot/?query=taxonomy%3A6859,10,3,13,
6868,Buthus occitanus (common European scorpion),6871,3,other-eukaryote,uniprot-misc,strong-blast-match,6868,Buthus occitanus (common European scorpion),http://www.uniprot.org/uniprot/?query=taxonomy%3A6868,36,106,142,
6876,Centruroides limpidus (Mexican scorpion),29941,1,other-eukaryote,uniprot-misc,strong-blast-match,6876,Centruroides limpidus (Mexican scorpion),http://www.uniprot.org/uniprot/?query=taxonomy%3A6876,21,13,34,
6878,Centruroides noxius (Mexican scorpion),6878,4,other-eukaryote,uniprot-misc,strong-blast-match,6878,Centruroides noxius (Mexican scorpion),http://www.uniprot.org/uniprot/?query=taxonomy%3A6878,23,6,29,
6880,Centruroides suffusus (Mexican scorpion),6881,1,other-eukaryote,uniprot-misc,strong-blast-match,6880,Centruroides suffusus (Mexican scorpion),http://www.uniprot.org/uniprot/?query=taxonomy%3A6880,5,3,8,
6883,Leiurus quinquestriatus (yellow scorpion),6885,1,other-eukaryote,uniprot-misc,strong-blast-match,6883,Leiurus quinquestriatus (yellow scorpion),http://www.uniprot.org/uniprot/?query=taxonomy%3A6883,45,3,48,
6887,Tityus serrulatus (Brazilian scorpion),6887,7,other-eukaryote,uniprot-misc,strong-blast-match,6887,Tityus serrulatus (Brazilian scorpion),http://www.uniprot.org/uniprot/?query=taxonomy%3A6887,30,48,78,
6925,Latrodectus tredecimguttatus (black widow spider),6925,1,other-eukaryote,uniprot-misc,strong-blast-match,6925,Latrodectus tredecimguttatus (black widow spider),http://www.uniprot.org/uniprot/?query=taxonomy%3A6925,6,8,14,
6938,Ornithodoros moubata,6938,1,other-eukaryote,uniprot-misc,strong-blast-match,6938,Ornithodoros moubata,http://www.uniprot.org/uniprot/?query=taxonomy%3A6938,4,68,72,
6941,Rhipicephalus microplus (cattle tick),6941,4,other-eukaryote,genbank,strong-blast-match,6941,Rhipicephalus microplus (cattle tick),http://www.ncbi.nlm.nih.gov/genome/?term=txid6941[Organism:noexp],0,13,13,
6945,Ixodes scapularis (blacklegged tick),6945,2,other-eukaryote,uniprot-reference,strong-blast-match,6945,Ixodes scapularis (blacklegged tick),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A6945,18,20455,20473,
6954,Dermatophagoides farinae (American house dust mite),6954,22,other-eukaryote,iuis,strong-blast-match,6954,Dermatophagoides farinae (American house dust mite),http://iedb.org/IUISProteome_6954,6,6,12,
6956,Dermatophagoides pteronyssinus (European house dust mite),6956,30,other-eukaryote,iuis,strong-blast-match,6956,Dermatophagoides pteronyssinus (European house dust mite),http://iedb.org/IUISProteome_6956,8,5,13,
6958,Euroglyphus maynei,6958,2,other-eukaryote,iuis,strong-blast-match,6958,Euroglyphus maynei,http://iedb.org/IUISProteome_6958,3,2,5,
6973,Blattella germanica (German cockroach),6973,45,other-eukaryote,iuis,strong-blast-match,6973,Blattella germanica (German cockroach),http://iedb.org/IUISProteome_6973,4,4,8,
6978,Periplaneta americana (American cockroach),6978,12,other-eukaryote,iuis,strong-blast-match,6978,Periplaneta americana (American cockroach),http://iedb.org/IUISProteome_6978,2,2,4,
7004,Locusta migratoria (migratory locust),7004,1,other-eukaryote,genbank,strong-blast-match,7004,Locusta migratoria (migratory locust),http://www.ncbi.nlm.nih.gov/genome/?term=txid7004[Organism:noexp],0,52,52,
7091,Bombyx mori (silk moth),7091,1,other-eukaryote,uniprot-reference,strong-blast-match,7091,Bombyx mori (silk moth),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A7091,213,14554,14767,
7108,Spodoptera frugiperda (fall armyworm),7108,1,other-eukaryote,genbank,strong-blast-match,7108,Spodoptera frugiperda (fall armyworm),http://www.ncbi.nlm.nih.gov/genome/?term=txid7108[Organism:noexp],0,13,13,
7130,Manduca sexta (hornblower),7130,1,other-eukaryote,genbank,strong-blast-match,7130,Manduca sexta (hornblower),http://www.ncbi.nlm.nih.gov/genome/?term=txid7130[Organism:noexp],0,13,13,
7137,Galleria mellonella (greater wax moth),7137,1,other-eukaryote,uniprot-misc,strong-blast-match,7137,Galleria mellonella (greater wax moth),http://www.uniprot.org/uniprot/?query=taxonomy%3A7137,25,97,122,
7154,Chironomus thummi (midge),7154; 7155,7,other-eukaryote,uniprot-misc,strong-blast-match,7154,Chironomus thummi (midge),http://www.uniprot.org/uniprot/?query=taxonomy%3A7154,29,95,124,
7160,Aedes albopictus (forest day mosquito),7160,1,other-eukaryote,uniprot-complete,strong-blast-match,7160,Aedes albopictus (forest day mosquito),http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A7160,15,0,15,
7165,Anopheles gambiae (African malaria mosquito),180454; 7165,5,other-eukaryote,uniprot-reference,strong-blast-match,7165,Anopheles gambiae (African malaria mosquito),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A7165,240,12832,13072,
7227,Drosophila melanogaster (fruit fly),7227,9,other-eukaryote,uniprot-reference,strong-blast-match,7227,Drosophila melanogaster (fruit fly),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A7227,3193,16491,19684,
7234,Drosophila persimilis,7234,1,other-eukaryote,uniprot-reference,strong-blast-match,7234,Drosophila persimilis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A7234,140,16614,16754,
7237,Drosophila pseudoobscura,46245,1,other-eukaryote,uniprot-reference,strong-blast-match,46245,Drosophila pseudoobscura pseudoobscura,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A46245,348,20816,21164,
7244,Drosophila virilis,7244,1,other-eukaryote,uniprot-reference,strong-blast-match,7244,Drosophila virilis,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A7244,156,18161,18317,
7386,Sarcophaga peregrina,7386,1,other-eukaryote,uniprot-misc,strong-blast-match,7386,Sarcophaga peregrina,http://www.uniprot.org/uniprot/?query=taxonomy%3A7386,22,84,106,
7394,Glossina morsitans (tsetse fly),7394; 37546,3,other-eukaryote,iuis,strong-blast-match,7394,Glossina morsitans (tsetse fly),http://iedb.org/IUISProteome_7394,0,1,1,
7441,Dolichovespula maculata (white-face hornet),7441,1,other-eukaryote,iuis,strong-blast-match,7441,Dolichovespula maculata (white-face hornet),http://iedb.org/IUISProteome_7441,3,0,3,
7444,Vespa basalis,7444,1,other-eukaryote,uniprot-misc,strong-blast-match,7444,Vespa basalis,http://www.uniprot.org/uniprot/?query=taxonomy%3A7444,1,4,5,
7452,Vespula lewisii,7452,1,other-eukaryote,uniprot-misc,strong-blast-match,7452,Vespula lewisii,http://www.uniprot.org/uniprot/?query=taxonomy%3A7452,2,0,2,
7453,Vespula maculifrons (eastern yellowjacket),7453,1,other-eukaryote,iuis,strong-blast-match,7453,Vespula maculifrons (eastern yellowjacket),http://iedb.org/IUISProteome_7453,2,0,2,
7454,Vespula vulgaris,7454,4,other-eukaryote,iuis,strong-blast-match,7454,Vespula vulgaris,http://iedb.org/IUISProteome_7454,4,1,5,
7460,Apis mellifera (honeybee),7460; 7469,7,other-eukaryote,uniprot-reference,strong-blast-match,7460,Apis mellifera (honeybee),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A7460,72,10838,10910,
