Species Taxon ID	Species Name	All Taxa	Is Vertebrate	Group
5671	Leishmania infantum	10000345, 435258, 5671	FALSE	Eukaryota
5679	Leishmania panamensis	5679	FALSE	Eukaryota
5682	Leishmania pifanoi	5682	FALSE	Eukaryota
5691	Trypanosoma brucei	5702, 185431, 679716, 31286, 31285, 5691	FALSE	Eukaryota
5692	Trypanosoma congolense	5692	FALSE	Eukaryota
5693	Trypanosoma cruzi	85057, 1416333, 353153, 5693, 10000348, 10000351	FALSE	Eukaryota
5699	Trypanosoma vivax	1055687	FALSE	Eukaryota
5722	Trichomonas vaginalis	5722	FALSE	Eukaryota
5741	Giardia intestinalis (Giardia lamblia)	5741, 184922, 658858, 598745	FALSE	Eukaryota
5755	Acanthamoeba castellanii	5755	FALSE	Eukaryota
5759	Entamoeba histolytica	294381, 885311, 10000352, 5759	FALSE	Eukaryota
5762	Naegleria gruberi	5762	FALSE	Eukaryota
5801	Eimeria acervulina	5801	FALSE	Eukaryota
5802	Eimeria tenella	5802	FALSE	Eukaryota
5807	Cryptosporidium parvum	5807, 353152	FALSE	Eukaryota
5811	Toxoplasma gondii	398031, 1209523, 10000353, 5811, 383379, 507601, 10002052, 10000355, 508771, 432359, 1209525, 10000354	FALSE	Eukaryota
5821	Plasmodium berghei	10000356, 5821, 5823	FALSE	Eukaryota
5824	Plasmodium brasilianum	5824	FALSE	Eukaryota
5825	Plasmodium chabaudi	5825, 10000357, 31271	FALSE	Eukaryota
5827	Plasmodium cynomolgi	5828, 5827	FALSE	Eukaryota
5833	Plasmodium falciparum (malaria parasite P. falciparum)	10000362, 5834, 5839, 5838, 36329, 5833, 10000371, 10000816, 57270, 5846, 5840, 10002008, 10000360, 5841, 5836, 10002009, 5843, 5848, 5842, 10000369, 10000361, 10000363, 10000373, 10002007, 5837, 10000375, 10000366, 10002011, 10000370, 10000376, 5835, 57266, 10000358, 1036723	FALSE	Eukaryota
5850	Plasmodium knowlesi	5851, 5850, 5852	FALSE	Eukaryota
5855	Plasmodium vivax (malaria parasite P. vivax)	10000378, 126793, 5855, 10000862, 10002558, 1035514, 31273	FALSE	Eukaryota
5857	Plasmodium fragile	5857	FALSE	Eukaryota
5858	Plasmodium malariae	5858	FALSE	Eukaryota
5861	Plasmodium yoelii	10000381, 5861, 352914, 10000555, 73239	FALSE	Eukaryota
5865	Babesia bovis	5865, 10001459, 10000383, 10000382	FALSE	Eukaryota
5866	Babesia bigemina	5866	FALSE	Eukaryota
5868	Babesia microti	1133968, 5868	FALSE	Eukaryota
5872	Theileria equi	5872	FALSE	Eukaryota
5874	Theileria annulata	5874, 353154	FALSE	Eukaryota
5875	Theileria parva	10001243, 5875, 333668	FALSE	Eukaryota
5877	Theileria sergenti	10000851, 10000848, 10000850, 5877, 10000849	FALSE	Eukaryota
5970	Exophiala dermatitidis	5970	FALSE	Eukaryota
6035	Encephalitozoon cuniculi	6035, 284813	FALSE	Eukaryota
6100	Aequorea victoria	6100	FALSE	Eukaryota
6182	Schistosoma japonicum	6182	FALSE	Eukaryota
6183	Schistosoma mansoni	6183, 10000385	FALSE	Eukaryota
6184	Schistosoma bovis	6184	FALSE	Eukaryota
6192	Fasciola hepatica (liver fluke)	6192	FALSE	Eukaryota
6198	Opisthorchis viverrini (Southeast Asian liver fluke)	6198	FALSE	Eukaryota
6203	Taenia ovis (sheep tapeworm)	6203	FALSE	Eukaryota
6204	Taenia solium (pig tapeworm)	6204	FALSE	Eukaryota
6206	Taenia saginata (beef tapeworm)	6206	FALSE	Eukaryota
6207	Taenia crassiceps	6207, 10000802	FALSE	Eukaryota
6210	Echinococcus granulosus	6210	FALSE	Eukaryota
6211	Echinococcus multilocularis	6211	FALSE	Eukaryota
6238	Caenorhabditis briggsae	6238	FALSE	Eukaryota
6239	Caenorhabditis elegans	6239	FALSE	Eukaryota
6248	Strongyloides stercoralis	6248	FALSE	Eukaryota
6252	Ascaris lumbricoides (common roundworm)	6252	FALSE	Eukaryota
6253	Ascaris suum (pig roundworm)	6253	FALSE	Eukaryota
6265	Toxocara canis (dog roundworm)	6265	FALSE	Eukaryota
6269	Anisakis simplex (herring worm)	6269	FALSE	Eukaryota
6279	Brugia malayi (agent of lymphatic filariasis)	6279	FALSE	Eukaryota
6280	Brugia pahangi	6280	FALSE	Eukaryota
6282	Onchocerca volvulus	6282	FALSE	Eukaryota
6289	Haemonchus contortus (barber pole worm)	6289	FALSE	Eukaryota
6293	Wuchereria bancrofti (agent of lymphatic filariasis)	6293	FALSE	Eukaryota
6299	Litomosoides carinii	6299	FALSE	Eukaryota
6313	Angiostrongylus cantonensis (rat lungworm)	6313	FALSE	Eukaryota
6334	Trichinella spiralis	6334	FALSE	Eukaryota
6339	Heligmosomoides polygyrus	6339	FALSE	Eukaryota
6421	Hirudo medicinalis (medicinal leech)	6421	FALSE	Eukaryota
6454	Haliotis rufescens (California red abalone)	6454	FALSE	Eukaryota
6491	Conus geographus (geography cone)	6491	FALSE	Eukaryota
6492	Conus magus (magus cone)	6492	FALSE	Eukaryota
6493	Conus striatus (striated cone)	6493	FALSE	Eukaryota
6495	Conus tulipa (fish-hunting cone snail)	6495	FALSE	Eukaryota
6536	Helix pomatia (Roman snail)	6536	FALSE	Eukaryota
6594	Macrocallista nimbosa (sun-ray clam)	6594	FALSE	Eukaryota
6661	Artemia franciscana	6661	FALSE	Eukaryota
6687	Penaeus monodon (black tiger shrimp)	6687	FALSE	Eukaryota
6689	Penaeus vannamei (Pacific white shrimp)	6689	FALSE	Eukaryota
6690	Penaeus aztecus (brown shrimp)	6690	FALSE	Eukaryota
6728	Procambarus clarkii (red swamp crayfish)	6728	FALSE	Eukaryota
6761	Scylla serrata (Indo-Pacific swamp crab)	6761	FALSE	Eukaryota
6819	Euphausia superba	6819	FALSE	Eukaryota
6850	Limulus polyphemus (Atlantic horseshoe crab)	6850	FALSE	Eukaryota
6853	Tachypleus tridentatus (Chinese horseshoe crab)	6853	FALSE	Eukaryota
6858	Androctonus australis (Sahara scorpion)	70175, 6858	FALSE	Eukaryota
6859	Androctonus mauritanicus	6860	FALSE	Eukaryota
6878	Centruroides noxius (Mexican scorpion)	6878	FALSE	Eukaryota
6887	Tityus serrulatus (Brazilian scorpion)	6887	FALSE	Eukaryota
6925	Latrodectus tredecimguttatus (black widow)	6925	FALSE	Eukaryota
6938	Ornithodoros moubata	6938	FALSE	Eukaryota
6941	Rhipicephalus microplus (cattle tick)	6941	FALSE	Eukaryota
6945	Ixodes scapularis (black-legged tick)	6945	FALSE	Eukaryota
6954	Dermatophagoides farinae (American house dust mite)	6954	FALSE	Eukaryota
6956	Dermatophagoides pteronyssinus (European house dust mite)	6956	FALSE	Eukaryota
6958	Euroglyphus maynei	6958	FALSE	Eukaryota
6973	Blattella germanica (German cockroach)	6973	FALSE	Eukaryota
6978	Periplaneta americana (American cockroach)	6978	FALSE	Eukaryota
7004	Locusta migratoria (migratory locust)	7004	FALSE	Eukaryota
7108	Spodoptera frugiperda (fall armyworm)	7108	FALSE	Eukaryota
7130	Manduca sexta (Carolina sphinx)	7130	FALSE	Eukaryota
7137	Galleria mellonella (greater wax moth)	7137	FALSE	Eukaryota
7154	Chironomus thummi (midge)	7155, 7154	FALSE	Eukaryota
7160	Aedes albopictus (Asian tiger mosquito)	7160	FALSE	Eukaryota
7165	Anopheles gambiae (African malaria mosquito)	7165, 180454	FALSE	Eukaryota
7227	Drosophila melanogaster (fruit fly)	7227	FALSE	Eukaryota
7234	Drosophila persimilis	7234	FALSE	Eukaryota
7237	Drosophila pseudoobscura	46245	FALSE	Eukaryota
7386	Sarcophaga peregrina	7386	FALSE	Eukaryota
7394	Glossina morsitans (tsetse fly)	37546	FALSE	Eukaryota
7441	Dolichovespula maculata (bald-faced hornet)	7441	FALSE	Eukaryota
7444	Vespa basalis	7444	FALSE	Eukaryota
7453	Vespula maculifrons (eastern yellowjacket)	7453	FALSE	Eukaryota
7454	Vespula vulgaris	7454	FALSE	Eukaryota
7460	Apis mellifera (European honey bee)	7460, 7469	FALSE	Eukaryota
7515	Ctenocephalides felis (cat flea)	7515	FALSE	Eukaryota
7719	Ciona intestinalis (sea vase)	7719	FALSE	Eukaryota
7726	Styela plicata	7726	FALSE	Eukaryota
7741	Branchiostoma belcheri (Belcher's lancelet)	7741	FALSE	Eukaryota
7787	Tetronarce californica (Pacific electric ray)	7787	TRUE	Eukaryota
7788	Torpedo marmorata (marbled electric ray)	7788	TRUE	Eukaryota
7955	Danio rerio (leopard danio)	7955	TRUE	Eukaryota
7957	Carassius auratus (goldfish)	7957	TRUE	Eukaryota
7959	Ctenopharyngodon idella (grass carp)	7959	TRUE	Eukaryota
7962	Cyprinus carpio (carp)	7962	TRUE	Eukaryota
8005	Electrophorus electricus (electric eel)	8005	TRUE	Eukaryota
8018	Oncorhynchus keta (chum salmon)	8018	TRUE	Eukaryota
8022	Oncorhynchus mykiss (rainbow trout)	8022	TRUE	Eukaryota
8030	Salmo salar (Atlantic salmon)	8030	TRUE	Eukaryota
8049	Gadus morhua (Atlantic cod)	8053, 8049	TRUE	Eukaryota
8090	Oryzias latipes (Japanese medaka)	8090	TRUE	Eukaryota
8255	Paralichthys olivaceus (Japanese flounder)	8255	TRUE	Eukaryota
8355	Xenopus laevis (African clawed frog)	8355	TRUE	Eukaryota
8364	Xenopus tropicalis (tropical clawed frog)	8364	TRUE	Eukaryota
8554	Heloderma suspectum (Gila monster)	8554	TRUE	Eukaryota
8613	Bungarus fasciatus (banded krait)	8613	TRUE	Eukaryota
8616	Bungarus multicinctus (many-banded krait)	8616	TRUE	Eukaryota
8624	Dendroaspis polylepis	8620	TRUE	Eukaryota
8654	Naja nigricollis (black-necked spitting cobra)	8654	TRUE	Eukaryota
8655	Naja nivea (cape cobra)	8655	TRUE	Eukaryota
8656	Naja atra (Chinese cobra)	8656	TRUE	Eukaryota
8657	Naja oxiana (Central Asian cobra)	8657	TRUE	Eukaryota
8658	Naja pallida (red spitting cobra)	8658	TRUE	Eukaryota
8663	Notechis scutatus (common tiger snake)	8663	TRUE	Eukaryota
8668	Oxyuranus scutellatus	8667	TRUE	Eukaryota
8671	Pseudechis porphyriacus (red-bellied black snake)	8671	TRUE	Eukaryota
8704	Vipera ammodytes (sand viper)	8704	TRUE	Eukaryota
8706	Vipera aspis (aspic viper)	194601	TRUE	Eukaryota
8722	Bothrops asper (terciopelo)	8722	TRUE	Eukaryota
8724	Bothrops jararaca (jararaca)	8724	TRUE	Eukaryota
8725	Bothrops atrox (barba amarilla)	8725	TRUE	Eukaryota
8726	Bothrops jararacussu (jararacussu)	8726	TRUE	Eukaryota
8731	Crotalus durissus (cascabel)	8732	TRUE	Eukaryota
8752	Lachesis muta (bushmaster)	8753	TRUE	Eukaryota
8801	Struthio camelus (African ostrich)	8801	TRUE	Eukaryota
8839	Anas platyrhynchos (duck)	8839	TRUE	Eukaryota
8845	Anser cygnoides (Chinese goose)	8845	TRUE	Eukaryota
8855	Cairina moschata (Muscovy duck)	8855	TRUE	Eukaryota
8932	Columba livia (Columba domestica)	8932	TRUE	Eukaryota
8996	Numida meleagris (helmeted guineafowl)	8996	TRUE	Eukaryota
9014	Colinus virginianus (bobwhite quail)	9014	TRUE	Eukaryota
9031	Gallus gallus (chicken)	9031	TRUE	Eukaryota
9054	Phasianus colchicus (Ring-necked pheasant)	9057	TRUE	Eukaryota
9085	Catreus wallichii (cheer pheasant)	9085	TRUE	Eukaryota
9103	Meleagris gallopavo (common turkey)	9103	TRUE	Eukaryota
9258	Ornithorhynchus anatinus (duck-billed platypus)	9258	TRUE	Eukaryota
9305	Sarcophilus harrisii (Tasmanian devil)	9305	TRUE	Eukaryota
9322	Macropus sp. (kangaroo)	9322	TRUE	Eukaryota
9337	Trichosurus vulpecula (common brush-tailed possum)	9337	TRUE	Eukaryota
9402	Pteropus alecto (black flying fox)	9402	TRUE	Eukaryota
9447	Lemur catta (Ring-tailed lemur)	9447	TRUE	Eukaryota
9483	Callithrix jacchus (common marmoset)	9483	TRUE	Eukaryota
9488	Saguinus mystax (black-chested mustached tamarin)	9488	TRUE	Eukaryota
9491	Saguinus imperator (emperor tamarin)	9491	TRUE	Eukaryota
9502	Alouatta caraya (black howler monkey)	9502	TRUE	Eukaryota
9505	Aotus trivirgatus (douroucouli)	9505	TRUE	Eukaryota
9509	Ateles geoffroyi (Central American spider monkey)	9509	TRUE	Eukaryota
9510	Ateles paniscus (red-faced black spider monkey)	9510	TRUE	Eukaryota
9511	Ateles sp. (spider monkey)	9511	TRUE	Eukaryota
9515	Sapajus apella (black-capped capuchin)	9515	TRUE	Eukaryota
9519	Lagothrix lagotricha (Humboldt's woolly monkey)	9519	TRUE	Eukaryota
9521	Saimiri sciureus (South American squirrel monkey)	9521	TRUE	Eukaryota
9534	Chlorocebus aethiops (African green monkey)	9534	TRUE	Eukaryota
9538	Erythrocebus patas (hussar)	9538	TRUE	Eukaryota
9541	Macaca fascicularis (crab eating macaque)	9541	TRUE	Eukaryota
9544	Macaca mulatta (Rhesus monkey)	9544	TRUE	Eukaryota
9545	Macaca nemestrina (pig-tailed macaque)	9545	TRUE	Eukaryota
9548	Macaca radiata (bonnet macaque)	9548	TRUE	Eukaryota
9555	Papio anubis (Doguera baboon)	9555	TRUE	Eukaryota
9556	Papio cynocephalus (Yellow baboon)	9556	TRUE	Eukaryota
9580	Hylobates lar (common gibbon)	9580	TRUE	Eukaryota
9593	Gorilla gorilla	9593, 9595	TRUE	Eukaryota
9597	Pan paniscus (bonobo)	9597	TRUE	Eukaryota
9598	Pan troglodytes (chimpanzee)	9598	TRUE	Eukaryota
9600	Pongo pygmaeus (Bornean orangutan)	9600	TRUE	Eukaryota
9601	Pongo abelii (Sumatran orangutan)	9601	TRUE	Eukaryota
9606	Homo sapiens (human)	9606	TRUE	Eukaryota
9612	Canis lupus (wolf or dog)	9615	TRUE	Eukaryota
9627	Vulpes vulpes (red fox)	9627	TRUE	Eukaryota
9666	Mustela lutreola (European mink)	9666	TRUE	Eukaryota
9685	Felis catus (cat)	9685	TRUE	Eukaryota
9755	Physeter catodon (sperm whale)	9755	TRUE	Eukaryota
9796	Equus caballus (domestic horse)	9796	TRUE	Eukaryota
9798	Equus przewalskii (Przewalski horse)	9798	TRUE	Eukaryota
9823	Sus scrofa (pig)	9823, 9825, 10001097, 10000187	TRUE	Eukaryota
9844	Lama glama (llama)	9844	TRUE	Eukaryota
9860	Cervus elaphus (red deer)	9860	TRUE	Eukaryota
9874	Odocoileus virginianus (white-tailed deer)	9874	TRUE	Eukaryota
9913	Bos taurus (bovine)	9913	TRUE	Eukaryota
9925	Capra hircus (domestic goat)	9925	TRUE	Eukaryota
9940	Ovis aries (domestic sheep)	9940	TRUE	Eukaryota
9978	Ochotona princeps (American pika)	9978	TRUE	Eukaryota
9986	Oryctolagus cuniculus (rabbit)	9986	TRUE	Eukaryota
10029	Cricetulus griseus (Chinese hamster)	10029	TRUE	Eukaryota
10036	Mesocricetus auratus (Syrian golden hamster)	10036	TRUE	Eukaryota
10042	Peromyscus maniculatus (North American deer mouse)	10042	TRUE	Eukaryota
10090	Mus musculus (mouse)	10000000, 39442, 10092, 57486, 10000067, 10001019, 10000632, 10000225, 10000055, 10090	TRUE	Eukaryota
10116	Rattus norvegicus (Norway rat)	10001412, 10116, 10000662, 10001133	TRUE	Eukaryota
10141	Cavia porcellus (guinea pig)	10141	TRUE	Eukaryota
10224	Saccoglossus kowalevskii	10224	FALSE	Eukaryota
10243	Cowpox virus	10000571, 265872, 10243	FALSE	Viruses
10244	Monkeypox virus (monkey pox virus)	10244, 10000386	FALSE	Viruses
10245	Vaccinia virus (vaccinia virus VV)	10249, 10001973, 10245, 32605, 10001027, 31531, 10247, 10253, 201444, 10248, 126794, 10000388, 10251, 397342, 10254, 502057, 696871, 32606, 332193, 467144	FALSE	Viruses
10255	Variola virus (small pox virus)	12870, 53258, 10255, 10000390, 587200	FALSE	Viruses
10258	Orf virus (Contagious pustular dermatitis virus)	10258, 75325	FALSE	Viruses
10261	Fowlpox virus (Avipoxvirus clade A1)	10261, 928301	FALSE	Viruses
10273	Myxoma virus (myxoma virus MYX)	10273	FALSE	Viruses
10276	Swinepox virus	10276	FALSE	Viruses
10298	Human herpesvirus 1	10000394, 10306, 10299, 10301, 10000396, 10303, 10308, 10298, 10304, 37107, 10000398, 10309	FALSE	Viruses
10310	Human herpesvirus 2	10312, 10313, 10310, 10315	FALSE	Viruses
10325	Macacine alphaherpesvirus 1 (Cercopithecid herpesvirus 1)	260965, 10325	FALSE	Viruses
10326	Equid alphaherpesvirus 1 (Equid herpesvirus 1)	10326	FALSE	Viruses
10331	Equid alphaherpesvirus 4 (Equid herpesvirus 4)	10000405, 10331	FALSE	Viruses
10335	Human herpesvirus 3 (Varicella-zoster virus)	10000406, 10335, 341980, 10338	FALSE	Viruses
10345	Suid alphaherpesvirus 1 (Alphaherpesvirus pseudorabies virus PRV)	10349, 33703, 10345	FALSE	Viruses
10359	Human herpesvirus 5 (Human cytomegalovirus)	10359, 10001627, 10360, 10363, 311339, 295027, 10000408	FALSE	Viruses
10366	Murid betaherpesvirus 1 (Mouse cytomegalovirus 1)	10366, 10000412, 69156, 10001396, 524651, 10000411, 10000414, 10000413, 10367	FALSE	Viruses
10368	Human betaherpesvirus 6 (Herpesvirus type 6)	10368	FALSE	Viruses
10372	Human betaherpesvirus 7 (Herpes simplex virus 7)	57278, 10372	FALSE	Viruses
10373	Macaca mulatta cytomegalovirus	10373	FALSE	Viruses
10376	Human herpesvirus 4 (Epstein Barr virus)	10000421, 10000424, 31525, 36352, 10000427, 12509, 10377, 10378, 10000429, 10000420, 82830, 10376	FALSE	Viruses
10381	Saimiriine gammaherpesvirus 2 (Herpesvirus saimiri)	10381	FALSE	Viruses
10390	Gallid alphaherpesvirus 2 (Gallid herpesvirus 2)	33707, 10390, 10002410	FALSE	Viruses
10407	Hepatitis B virus (Human hepatitis B virus)	489460, 482134, 10419, 10001156, 106821, 106820, 10418, 489469, 391646, 10000432, 10000437, 2764122, 10411, 45410, 10414, 10412, 10410, 391647, 10415, 10409, 480116, 10408, 10000431, 10000436, 391650, 489455, 490133, 10407, 2847137	FALSE	Viruses
10493	Frog virus 3 (Frog virus 3 iridovirus)	160691	FALSE	Viruses
10497	African swine fever virus (African swine fever virus ASF)	10497, 10002450, 10498, 10002870, 10002570, 10002502, 874269	FALSE	Viruses
10537	Canine mastadenovirus A (Canine adenovirus)	10514	FALSE	Viruses
10561	Xipapillomavirus 1 (Bovine papillomavirus - 3)	10562	FALSE	Viruses
10566	Human papillomavirus (Human Papilloma Virus)	10566	FALSE	Viruses
10623	Kappapapillomavirus 2 (Cottontail rabbit (SHOPE) PAPILLOMAVIRUS)	10623	FALSE	Viruses
10665	Tequatrovirus T4 (Escherichia virus T4)	10665	FALSE	Viruses
10678	Punavirus P1 (Escherichia virus P1)	10678	FALSE	Viruses
10703	Corynephage beta (Corynebacteriophage beta)	10703	FALSE	Viruses
10710	Lambdavirus lambda (Escherichia virus Lambda)	10710	FALSE	Viruses
10754	Lederbergvirus P22 (Salmonella virus P22)	10754	FALSE	Viruses
10847	Sinsheimervirus phiX174 (Escherichia virus phiX174)	10847	FALSE	Viruses
10864	Enterobacteria phage fd (Bacteriophage fd)	10864	FALSE	Viruses
10879	Cystovirus phi6 (Pseudomonas virus phi6)	10879	FALSE	Viruses
10891	Reovirus sp. (Reovirus)	10891	FALSE	Viruses
11021	Eastern equine encephalitis virus (Eastern equine encephalomyelitis virus)	11022, 10000439, 10002361, 11021	FALSE	Viruses
11029	Ross River virus	11029, 11032	FALSE	Viruses
11033	Semliki Forest virus	11033	FALSE	Viruses
11034	Sindbis virus	11034	FALSE	Viruses
11036	Venezuelan equine encephalitis virus (Venezuelan equine encephalitis VEE)	11037, 11038, 11036	FALSE	Viruses
11039	Western equine encephalitis virus	11039	FALSE	Viruses
11080	Saint Louis encephalitis virus (St. Louis encephalitis virus)	11081, 11080	FALSE	Viruses
11084	Tick-borne encephalitis virus (FSME virus)	11084, 10000449, 11092, 11087	FALSE	Viruses
11103	Hepatitis C virus	31654, 356421, 42792, 420174, 357355, 356391, 11115, 40271, 356411, 31655, 31647, 10000968, 356413, 356419, 333284, 11108, 31649, 31650, 42182, 356416, 10000457, 329389, 10000453, 1053141, 356426, 11113, 11104, 41856, 356410, 33745, 33746, 2847144, 11110, 31645, 356114, 10000460, 11105, 63746, 10000458, 595609, 10000456, 11116, 31653, 356415, 356418, 10000455, 356417, 356386, 421877, 356424, 31644	FALSE	Viruses
11137	Human coronavirus 229E (Coronavirus 229E)	1739614, 11137, 10002665	FALSE	Viruses
11191	Murine respirovirus (Sendai virus)	11196, 11198, 11195, 302272, 11194	FALSE	Viruses
11232	Canine morbillivirus (Canine distemper virus)	11233	FALSE	Viruses
11234	Measles morbillivirus (Cell-associated subacute sclerosing panencephalitis)	171264, 70146, 170529, 11234, 132487, 11236, 262307, 170525, 10000462, 11235, 70149	FALSE	Viruses
11240	Phocine morbillivirus (Phocine distemper virus)	10000463	FALSE	Viruses
11241	Rinderpest morbillivirus (Rinderpest virus)	11241, 10000465, 36409, 11243	FALSE	Viruses
11263	Murine orthopneumovirus (Murine pneumonia virus)	11263, 270473	FALSE	Viruses
11269	Marburg marburgvirus (Lake Victoria marburgvirus)	378809, 378830, 33727, 33728	FALSE	Viruses
11276	Vesicular stomatitis virus (vesicular stomatitis virus VSV)	11276	FALSE	Viruses
11292	Lyssavirus rabies (Rabies virus)	11294, 11293, 103929, 11296, 10000470, 10000467, 11292, 11295, 10000471, 37132, 11298	FALSE	Viruses
11318	Thogotovirus dhoriense (Dhori thogotovirus)	11318	FALSE	Viruses
11320	Influenza A virus	370813, 402938, 573797, 177117, 644788, 384483, 352963, 10000550, 336207, 385576, 658578, 55532, 680692, 299733, 320306, 504697, 1346336, 10002580, 365080, 1314758, 387208, 225071, 370127, 476303, 380833, 616922, 162326, 154540, 203129, 11384, 380301, 768646, 400788, 384946, 680767, 380960, 380337, 479022, 382828, 529058, 393697, 504904, 449656, 533026, 10000865, 401372, 384495, 384527, 292590, 63106, 411662, 1663934, 402489, 742305, 514193, 887118, 682728, 384498, 383571, 332747, 207401, 203126, 327310, 383568, 383281, 404138, 387139, 137886, 255681, 170500, 370128, 445027, 1332244, 274829, 1481966, 464623, 444793, 680739, 352564, 165512, 333278, 472511, 996581, 936115, 223935, 335358, 185794, 119218, 249372, 165420, 370811, 382835, 380984, 79695, 1490471, 256045, 155917, 119215, 145306, 400830, 380836, 991335, 475493, 448058, 402518, 1176042, 388041, 282124, 260806, 228928, 354228, 387203, 387223, 10001317, 298716, 383578, 462695, 205954, 102796, 382848, 383550, 132783, 1088701, 1933916, 400810, 1395524, 371214, 415176, 519082, 183778, 380340, 205946, 1663996, 186460, 476294, 415166, 404573, 335337, 1413188, 335333, 299390, 522740, 62575, 355624, 384499, 461772, 385624, 225088, 380282, 381512, 183741, 385600, 1289562, 425551, 1081253, 177131, 480019, 332733, 279798, 444318, 380346, 400331, 215862, 447188, 514118, 119210, 562992, 404155, 642261, 378139, 762378, 518968, 177128, 1041990, 192535, 243678, 11448, 2026033, 62512, 284190, 760591, 153969, 1310532, 576142, 1470614, 10001680, 210655, 62596, 405050, 10001318, 196462, 1663864, 654811, 511839, 136474, 1727172, 404163, 427773, 387147, 137885, 385616, 578079, 11484, 380950, 655288, 402527, 137578, 947939, 365074, 329606, 130763, 380217, 173477, 385586, 1068705, 393902, 425557, 62488, 300748, 680785, 380951, 436004, 464314, 385640, 1122279, 380213, 1507381, 1654135, 385583, 1268360, 62503, 1342397, 2026007, 336238, 1481987, 383558, 357208, 291592, 380979, 1420840, 385630, 506282, 383574, 279797, 376721, 270945, 614035, 265120, 158306, 10002657, 415177, 384487, 387161, 317652, 164326, 415169, 641501, 352561, 384502, 274828, 647923, 1171336, 1318439, 300749, 382842, 10001157, 404408, 1342434, 383586, 342207, 236235, 680789, 464622, 352348, 216877, 266827, 380842, 342396, 389259, 504910, 1968303, 908203, 172149, 577543, 496036, 382813, 1129345, 404150, 342210, 644289, 155225, 82372, 273361, 393548, 647096, 357210, 426738, 342508, 673446, 334589, 380285, 382832, 370810, 385605, 365078, 404137, 2070132, 383531, 210656, 187164, 41857, 223932, 760063, 387239, 353253, 395842, 762400, 336794, 344598, 690988, 293055, 393486, 147095, 385617, 385599, 132504, 284177, 183783, 380343, 392810, 365129, 10001225, 155226, 383604, 510222, 327205, 214826, 253686, 89172, 754366, 453057, 62478, 155227, 223947, 211044, 352520, 381516, 62541, 220977, 351253, 198059, 1086859, 587884, 311596, 384500, 1447813, 322566, 10002384, 400828, 380982, 336800, 387207, 381518, 1403514, 402464, 62496, 11320, 680799, 191090, 387243, 366524, 385587, 568833, 284202, 1406946, 264513, 311169, 182781, 229051, 132841, 298713, 351277, 284218, 1395982, 387156, 357205, 932622, 562988, 304883, 38973, 387165, 62549, 421901, 311710, 380330, 10002561, 380284, 292039, 553345, 380210, 383561, 645724, 173473, 382781, 1481964, 383602, 95234, 683780, 383152, 382825, 36420, 97353, 306061, 253682, 210659, 215864, 415167, 680803, 135658, 168278, 373145, 1129347, 62559, 169166, 697610, 380299, 336092, 342145, 1331831, 430417, 270510, 535852, 11408, 95888, 1093545, 1184594, 383231, 255682, 538555, 392809, 680690, 407418, 432094, 97348, 1968304, 342137, 761251, 1144025, 221012, 93838, 645771, 648856, 641812, 299730, 311695, 119211, 327255, 515581, 264510, 311775, 270484, 384510, 393557, 364132, 107558, 293054, 385585, 327311, 715494, 130760, 145307, 411167, 155220, 411157, 224819, 632134, 641809, 342221, 225089, 10002244, 385580, 768647, 10001316, 1777792, 251297, 10002359, 2019571, 986174, 418868, 518922, 371082, 427890, 383577, 680729, 1451093, 135661, 192720, 441962, 680693, 89169, 558177, 385644, 499286, 380342, 380978, 480024, 10002273, 36418, 404152, 643212, 367120, 176672, 380339, 155222, 114727, 307819, 59375, 383603, 132734, 183764, 380985, 365417, 159471, 10002360, 446023, 142948, 300750, 1082519, 88776, 556277, 468968, 378131, 421472, 132884, 432070, 10002878, 231851, 402194, 334590, 197585, 286239, 128982, 284168, 359921, 83206, 657165, 384493, 322564, 102793, 329593, 197579, 10001315, 380332, 384484, 1321009, 392811, 715091, 414044, 416730, 447133, 488233, 169169, 680689, 384509, 161502, 170342, 352034, 383121, 352764, 223931, 292045, 1458555, 383028, 380964, 177188, 387213, 88103, 293090, 62564, 1330339, 10000477, 88104, 303316, 417758, 383566, 10002238, 506380, 155218, 915014, 192549, 381513, 383537, 1391655, 210663, 1184593, 506350, 225085, 284195, 415172, 381517, 266093, 566260, 1285028, 100835, 475478, 336205, 384505, 354235, 380905, 114729, 10000474, 488241, 353466, 383570, 762377, 435359, 642794, 1507390, 560463, 197589, 395841, 1163697, 10002090, 62446, 387191, 107493, 119220, 270490	FALSE	Viruses
11520	Influenza B virus (Influenza virus type B)	150127, 504664, 11541, 503386, 279329, 604436, 427826, 206203, 224964, 184816, 504662, 1077587, 416674, 11521, 504666, 518987, 171425, 256080, 10002345, 107404, 461739, 504660, 11550, 335812, 464417, 289338, 11520, 107406	FALSE	Viruses
11552	Influenza C virus (Influenza C viruses)	374405, 11553, 11552, 224197	FALSE	Viruses
11620	Lassa mammarenavirus (Lassa virus)	11622, 11621	FALSE	Viruses
11623	Lymphocytic choriomeningitis mammarenavirus (Lymphocytic choriomeningitis virus)	10000496, 11627, 11626, 10000495, 10000494, 10000497, 11625, 10000486, 10000488, 11624, 10000487	FALSE	Viruses
11631	Tacaribe mammarenavirus (Tacaribe virus)	31615, 928313, 31616	FALSE	Viruses
11636	Reticuloendotheliosis virus (Avian reticuloendotheliosis virus)	10001999, 11636	FALSE	Viruses
