Species Taxon ID	Species Name	Proteome ID	Proteome Taxon	Proteome Type	Source Count	Epitope Count	Successful Source Assignment	Successful Epitope Assignment
5824	Plasmodium brasilianum		5824	All-proteins	1	2	100.0	50.0
5825	Plasmodium chabaudi	UP000071118	31271	Other	4	9	100.0	77.7777777777778
5827	Plasmodium cynomolgi	UP000006319	1120755	Representative	2	2	100.0	100.0
5833	Plasmodium falciparum	UP000001450	36329	Representative	790	10375	99.746835443038	84.2313253012048
5850	Plasmodium knowlesi	UP000031513	5851	Representative	9	99	100.0	96.969696969697
5855	Plasmodium vivax	UP000008333	126793	Representative	78	1628	97.4358974358975	74.2628992628993
5857	Plasmodium fragile	UP000054561	5857	Other	1	8	100.0	100.0
5858	Plasmodium malariae	UP000219813	5858	Representative	1	1	100.0	100.0
5861	Plasmodium yoelii	UP000008553	73239	Representative	55	269	98.1818181818182	96.6542750929368
5865	Babesia bovis	UP000002173	5865	Representative	9	45	100.0	80.0
5866	Babesia bigemina	UP000033188	5866	Representative	3	7	100.0	57.1428571428571
5868	Babesia microti	UP000002899	1133968	Representative	4	16	100.0	87.5
5872	Theileria equi	UP000031512	1537102	Representative	2	126	100.0	90.4761904761905
5874	Theileria annulata	UP000001950	5874	Representative	4	5	100.0	100.0
5875	Theileria parva	UP000001949	5875	Representative	167	418	97.6047904191617	84.688995215311
5877	Theileria sergenti		5877	All-proteins	1	1	100.0	100.0
6035	Encephalitozoon cuniculi	UP000000819	284813	Representative	35	36	100.0	94.4444444444444
6100	Aequorea victoria		6100	All-proteins	1	10	100.0	100.0
6182	Schistosoma japonicum	UP000311919	6182	Representative	81	2094	79.0123456790123	55.5873925501433
6183	Schistosoma mansoni	UP000008854	6183	Representative	138	8295	94.2028985507246	96.6968053044002
6184	Schistosoma bovis	UP000290809	6184	Representative	1	2	100.0	50.0
6185	Schistosoma haematobium	UP000471633	6185	Representative	4	4	75.0	50.0
6192	Fasciola hepatica	UP000230066	6192	Representative	24	671	100.0	72.2801788375559
6198	Opisthorchis viverrini	UP000054324	6198	Representative	1	4	100.0	0.0
6203	Taenia ovis		6203	All-proteins	1	8	100.0	100.0
6204	Taenia solium		6204	All-proteins	10	40	90.0	95.0
6206	Taenia saginata		6206	All-proteins	7	13	100.0	100.0
6207	Taenia crassiceps		6207	All-proteins	3	12	100.0	41.6666666666667
6210	Echinococcus granulosus	UP000019149	6210	Representative	12	121	100.0	90.0826446280992
6211	Echinococcus multilocularis		6211	All-proteins	5	38	100.0	100.0
6238	Caenorhabditis briggsae	UP000008549	6238	Representative	2	2	100.0	100.0
6239	Caenorhabditis elegans	UP000001940	6239	Representative	11	11	100.0	100.0
6248	Strongyloides stercoralis	UP000035681	6248	Representative	1	1	100.0	0.0
6252	Ascaris lumbricoides	UP000036681	6252	Other	15	16	26.6666666666667	87.5
6253	Ascaris suum		6253	All-proteins	121	290	100.0	100.0
6269	Anisakis simplex	UP000267096	6269	Representative	6	122	100.0	81.1475409836066
6279	Brugia malayi	UP000006672	6279	Representative	9	16	100.0	56.25
6282	Onchocerca volvulus	UP000024404	6282	Representative	190	7766	98.421052631579	97.6822044810713
6293	Wuchereria bancrofti	UP000270924	6293	Representative	4	15	100.0	46.6666666666667
6299	Litomosoides carinii		6299	All-proteins	1	3	100.0	66.6666666666667
6313	Angiostrongylus cantonensis	UP000035642	6313	Representative	1	82	100.0	60.9756097560976
6334	Trichinella spiralis	UP000054776	6334	Representative	5	39	100.0	92.3076923076923
6339	Heligmosomoides polygyrus	UP000050761	6339	Other	1	2	100.0	100.0
6421	Hirudo medicinalis		6421	All-proteins	2	3	100.0	100.0
6454	Haliotis rufescens		6454	All-proteins	1	1	100.0	100.0
6491	Conus geographus		6491	All-proteins	3	45	100.0	100.0
6492	Conus magus		6492	All-proteins	1	10	100.0	100.0
6493	Conus striatus		6493	All-proteins	1	15	100.0	100.0
6495	Conus tulipa		6495	All-proteins	1	1	100.0	100.0
6661	Artemia franciscana		6661	All-proteins	1	2	100.0	100.0
6687	Penaeus monodon		6687	All-proteins	2	32	100.0	100.0
6689	Penaeus vannamei	UP000283509	6689	Representative	5	338	100.0	85.7988165680473
6690	Penaeus aztecus		6690	All-proteins	2	191	100.0	100.0
6728	Procambarus clarkii		6728	All-proteins	1	3	100.0	100.0
6761	Scylla serrata		6761	All-proteins	1	13	100.0	100.0
6819	Euphausia superba		6819	All-proteins	1	12	100.0	100.0
6850	Limulus polyphemus		6850	All-proteins	1	1	100.0	100.0
6853	Tachypleus tridentatus		6853	All-proteins	1	1	100.0	100.0
6858	Androctonus australis		6858	All-proteins	6	126	100.0	99.2063492063492
6859	Androctonus mauritanicus		6859	All-proteins	1	1	100.0	100.0
6878	Centruroides noxius		6878	All-proteins	4	14	100.0	71.4285714285714
6887	Tityus serrulatus		6887	All-proteins	6	130	100.0	100.0
6925	Latrodectus tredecimguttatus		6925	All-proteins	1	1	100.0	100.0
6938	Ornithodoros moubata		6938	All-proteins	1	51	100.0	100.0
6941	Rhipicephalus microplus	UP000821866	6941	Other	4	5	100.0	80.0
6945	Ixodes scapularis	UP000001555	6945	Representative	2	23	100.0	100.0
6954	Dermatophagoides farinae	UP000790347	6954	Representative	123	1422	82.9268292682927	80.379746835443
6956	Dermatophagoides pteronyssinus	UP000515146	6956	Representative	165	2337	67.2727272727273	71.1596063329054
6958	Euroglyphus maynei	UP000194236	6958	Representative	1	40	100.0	90.0
6973	Blattella germanica	UP000245037	6973	Other	60	1848	100.0	69.3722943722944
6978	Periplaneta americana		6978	All-proteins	14	117	100.0	100.0
7004	Locusta migratoria		7004	All-proteins	1	1	100.0	100.0
7130	Manduca sexta	UP000791440	7130	Representative	1	3	100.0	100.0
7137	Galleria mellonella	UP000504614	7137	Representative	2	2	100.0	50.0
7154	Chironomus thummi		7154	All-proteins	7	186	100.0	100.0
7160	Aedes albopictus	UP000249989	7160	Representative	1	24	100.0	83.3333333333333
7165	Anopheles gambiae	UP000007062	7165	Representative	5	14	100.0	100.0
7227	Drosophila melanogaster	UP000000803	7227	Representative	15	30	100.0	96.6666666666667
7234	Drosophila persimilis	UP000008744	7234	Representative	1	1	100.0	100.0
7237	Drosophila pseudoobscura	UP000001819	46245	Representative	1	1	100.0	0.0
7386	Sarcophaga peregrina		7386	All-proteins	1	1	100.0	100.0
7394	Glossina morsitans	UP000092444	37546	Other	3	3	66.6666666666667	0.0
7441	Dolichovespula maculata		7441	All-proteins	1	20	100.0	100.0
7444	Vespa basalis		7444	All-proteins	1	1	100.0	100.0
7453	Vespula maculifrons		7453	All-proteins	1	1	100.0	100.0
7454	Vespula vulgaris	UP000614350	7454	Representative	4	205	100.0	87.8048780487805
7460	Apis mellifera	UP000005203	7460	Representative	6	139	83.3333333333333	99.2805755395684
7515	Ctenocephalides felis		7515	All-proteins	1	2	100.0	100.0
7719	Ciona intestinalis	UP000008144	7719	Representative	2	3	100.0	33.3333333333333
7741	Branchiostoma belcheri	UP000515135	7741	Representative	1	1	100.0	100.0
7787	Tetronarce californica		7787	All-proteins	9	296	100.0	95.6081081081081
7788	Torpedo marmorata		7788	All-proteins	1	6	100.0	100.0
7955	Danio rerio	UP000000437	7955	Representative	9	9	100.0	88.8888888888889
7957	Carassius auratus	UP000515129	7957	Representative	3	5	100.0	100.0
7959	Ctenopharyngodon idella		7959	All-proteins	1	1	100.0	100.0
7962	Cyprinus carpio	UP001108240	630221	Representative	3	10	100.0	100.0
8005	Electrophorus electricus	UP000314983	8005	Representative	2	3	100.0	100.0
8018	Oncorhynchus keta		8018	All-proteins	1	6	100.0	100.0
8022	Oncorhynchus mykiss	UP000193380	8022	Representative	1	1	100.0	100.0
8030	Salmo salar	UP000087266	8030	Representative	3	67	100.0	91.044776119403
8049	Gadus morhua	UP000694546	8049	Representative	4	98	100.0	80.6122448979592
8090	Oryzias latipes	UP000001038	8090	Representative	2	2	100.0	100.0
8255	Paralichthys olivaceus		8255	All-proteins	1	1	100.0	100.0
8355	Xenopus laevis	UP000186698	8355	Representative	9	9	100.0	88.8888888888889
8364	Xenopus tropicalis	UP000008143	8364	Representative	4	4	100.0	100.0
8554	Heloderma suspectum		8554	All-proteins	1	1	100.0	100.0
8613	Bungarus fasciatus		8613	All-proteins	1	1	100.0	100.0
8616	Bungarus multicinctus		8616	All-proteins	5	24	100.0	75.0
8624	Dendroaspis polylepis		8624	All-proteins	1	148	100.0	100.0
8654	Naja nigricollis		8654	All-proteins	2	8	100.0	0.0
8655	Naja nivea		8655	All-proteins	1	11	100.0	100.0
8656	Naja atra		8656	All-proteins	14	53	100.0	100.0
8657	Naja oxiana		8657	All-proteins	1	4	100.0	100.0
8658	Naja pallida		8658	All-proteins	1	1	100.0	100.0
8663	Notechis scutatus	UP000504612	8663	Representative	2	2	100.0	0.0
8668	Oxyuranus scutellatus		8668	All-proteins	2	4	100.0	100.0
8671	Pseudechis porphyriacus		8671	All-proteins	1	3	100.0	100.0
8704	Vipera ammodytes		8704	All-proteins	1	1	100.0	100.0
8722	Bothrops asper		8722	All-proteins	1	66	100.0	100.0
8724	Bothrops jararaca	UP000681084	8724	Other	1	194	100.0	93.8144329896907
8725	Bothrops atrox		8725	All-proteins	1	66	100.0	100.0
8726	Bothrops jararacussu		8726	All-proteins	3	66	100.0	100.0
8731	Crotalus durissus		8731	All-proteins	4	60	100.0	100.0
8752	Lachesis muta		8752	All-proteins	1	127	100.0	100.0
8839	Anas platyrhynchos	UP000296049	8839	Representative	2	3	100.0	33.3333333333333
8845	Anser cygnoides	UP000694521	8845	Representative	1	2	100.0	100.0
8855	Cairina moschata	UP000694556	1240228	Representative	1	3	100.0	66.6666666666667
8932	Columba livia	UP000053872	8932	Representative	2	19	100.0	94.7368421052632
8996	Numida meleagris	UP000243875	8996	Other	1	1	0.0	0.0
9014	Colinus virginianus	UP000198419	9014	Other	1	8	100.0	87.5
9031	Gallus gallus	UP000000539	9031	Representative	2389	11226	99.6651318543324	96.9802244788883
9054	Phasianus colchicus	UP000472261	9054	Representative	1	1	100.0	100.0
9085	Catreus wallichii		9085	All-proteins	1	2	100.0	100.0
9103	Meleagris gallopavo	UP000001645	9103	Representative	5	9	100.0	77.7777777777778
9258	Ornithorhynchus anatinus	UP000002279	9258	Representative	1	1	100.0	100.0
9305	Sarcophilus harrisii	UP000007648	9305	Representative	5012	22239	99.561053471668	96.7399613291965
9337	Trichosurus vulpecula		9337	All-proteins	2	45	100.0	100.0
9402	Pteropus alecto	UP000010552	9402	Representative	8	13	100.0	53.8461538461539
9483	Callithrix jacchus	UP000008225	9483	Representative	3	5	100.0	100.0
9509	Ateles geoffroyi		9509	All-proteins	1	1	100.0	100.0
9534	Chlorocebus aethiops		9534	All-proteins	1	7	100.0	100.0
9538	Erythrocebus patas		9538	All-proteins	1	1	100.0	100.0
9541	Macaca fascicularis	UP000233100	9541	Representative	12	12	91.6666666666667	66.6666666666667
9544	Macaca mulatta	UP000006718	9544	Representative	9	9	100.0	100.0
9545	Macaca nemestrina	UP000233120	9545	Representative	1	1	100.0	100.0
9548	Macaca radiata		9548	All-proteins	3	14	100.0	100.0
9580	Hylobates lar		9580	All-proteins	1	1	100.0	100.0
9593	Gorilla gorilla	UP000001519	9595	Reference	5	9	100.0	100.0
9597	Pan paniscus	UP000240080	9597	Reference	1	1	100.0	100.0
9598	Pan troglodytes	UP000002277	9598	Representative	17	37	100.0	97.2972972972973
9600	Pongo pygmaeus		9600	All-proteins	2	2	0.0	0.0
9601	Pongo abelii	UP000001595	9601	Representative	2	2	100.0	100.0
9606	Homo sapiens	UP000005640	9606	Representative	121055	1502705	97.1558382553385	99.469290379682
9612	Canis lupus	UP000694391	286419	Representative	1268	2202	99.9211356466877	87.102633969119
9685	Felis catus	UP000011712	9685	Representative	17	235	100.0	89.3617021276596
9755	Physeter catodon	UP000248484	9755	Representative	4	55	100.0	70.9090909090909
9796	Equus caballus	UP000002281	9796	Representative	9	206	100.0	69.9029126213592
9798	Equus przewalskii		9798	All-proteins	1	1	0.0	0.0
9823	Sus scrofa	UP000008227	9823	Representative	1334	17576	100.0	99.8293126991352
9844	Lama glama		9844	All-proteins	1	1	100.0	0.0
9860	Cervus elaphus	UP000242450	46360	Representative	2	5	100.0	0.0
9874	Odocoileus virginianus	UP000504613	9880	Representative	1	2	100.0	50.0
9913	Bos taurus	UP000009136	9913	Representative	480	5187	100.0	96.1056487372277
9925	Capra hircus	UP000291000	9925	Representative	3	13	100.0	100.0
9940	Ovis aries	UP000002356	9940	Representative	13	113	92.3076923076923	87.6106194690266
9978	Ochotona princeps		9978	All-proteins	1	1	0.0	0.0
9986	Oryctolagus cuniculus	UP000001811	9986	Representative	25	336	92.0	72.9166666666667
10029	Cricetulus griseus	UP000001075	10029	Representative	3	10	100.0	90.0
10036	Mesocricetus auratus	UP000189706	10036	Representative	5	144	100.0	96.5277777777778
10042	Peromyscus maniculatus	UP000504601	230844	Representative	1	1	100.0	100.0
10090	Mus musculus	UP000000589	10090	Representative	33390	97362	99.8233003893381	99.4063392288572
10116	Rattus norvegicus	UP000002494	10116	Representative	11359	34988	99.9119640813452	98.2851263290271
10141	Cavia porcellus	UP000005447	10141	Representative	13	161	100.0	90.0621118012422
10224	Saccoglossus kowalevskii		10224	All-proteins	1	1	100.0	100.0
10243	Cowpox virus	UP000113999	10243	Other	28	36	100.0	86.1111111111111
10244	Monkeypox virus	UP000516359	10244	Reference	7	11	100.0	100.0
10245	Vaccinia virus	UP000000344	10254	Representative	1310	22344	96.7175572519084	92.6602219835302
10255	Variola virus	UP000002060	587200	Reference	185	466	99.4594594594595	98.4978540772532
10258	Orf virus	UP000000870	647330	Representative	22	37	100.0	78.3783783783784
10261	Fowlpox virus	UP000008597	928301	Representative	9	9	88.8888888888889	88.8888888888889
10273	Myxoma virus	UP000291359	10273	Representative	5	6	100.0	100.0
10276	Swinepox virus	UP000000871	300880	Representative	2	2	100.0	100.0
10368	Human betaherpesvirus 6		10368	All-proteins	2	2	100.0	100.0
10373	Macaca mulatta cytomegalovirus		10373	All-proteins	2	150	100.0	100.0
10407	Hepatitis B virus	UP000007930	490133	Representative	403	3998	99.7518610421836	60.8054027013507
10493	Frog virus 3	UP000319751	10493	Representative	1	3	100.0	100.0
10497	African swine fever virus	UP000000624	10498	Representative	198	708	99.4949494949495	67.7966101694915
10537	Canine mastadenovirus A	UP000118097	10514	Representative	1	2	100.0	100.0
10561	Xipapillomavirus 1	UP000126963	714200	Representative	2	34	100.0	17.6470588235294
10566	Human papillomavirus	UP000126093	10566	Representative	5	10	100.0	0.0
10623	Kappapapillomavirus 2	UP000008787	31553	Representative	6	12	100.0	91.6666666666667
10665	Tequatrovirus T4	UP000009087	10665	Representative	2	26	100.0	100.0
10678	Punavirus P1	UP000008091	2886926	Representative	1	10	100.0	100.0
10703	Corynephage beta		10703	All-proteins	1	2	100.0	100.0
10710	Lambdavirus lambda	UP000001711	2681611	Representative	1	11	100.0	100.0
10754	Lederbergvirus P22	UP000001795	10754	Representative	2	5	100.0	100.0
10847	Sinsheimervirus phiX174	UP000005893	1217068	Representative	1	1	100.0	100.0
10864	Enterobacteria phage fd		10864	All-proteins	2	32	100.0	96.875
10879	Cystovirus phi6	UP000002610	2928686	Representative	1	7	100.0	100.0
10891	Reovirus sp.		10891	All-proteins	1	2	100.0	100.0
11021	Eastern equine encephalitis virus	UP000008298	374598	Other	11	76	100.0	69.7368421052632
11029	Ross River virus	UP000006579	11031	Other	3	37	100.0	78.3783783783784
11033	Semliki Forest virus	UP000000570	11033	Reference	4	54	100.0	98.1481481481482
11034	Sindbis virus	UP000006710	11034	Reference	7	22	100.0	50.0
11036	Venezuelan equine encephalitis virus	UP000131307	11036	Other	8	47	100.0	48.936170212766
11039	Western equine encephalitis virus	UP000096692	11039	Other	3	6	100.0	83.3333333333333
11137	Human coronavirus 229E	UP000006716	11137	Representative	251	17717	100.0	73.5169611107975
11276	Vesicular stomatitis virus	UP000147073	11276	Representative	9	16	100.0	18.75
11292	Lyssavirus rabies	UP000166950	11292	Representative	36	149	100.0	59.0604026845638
11636	Reticuloendotheliosis virus	UP000098146	11636	Other	2	7	100.0	100.0
11642	Simian foamy virus	UP000154619	11642	Representative	6	11	100.0	63.6363636363636
11660	Caprine arthritis encephalitis virus	UP000203242	11661	Representative	12	40	100.0	57.5
11665	Equine infectious anemia virus		11665	All-proteins	24	380	100.0	99.7368421052632
11673	Feline immunodeficiency virus	UP000242267	11674	Representative	18	47	100.0	55.3191489361702
11676	Human immunodeficiency virus 1	UP000107234	11678	Representative	471	1606	100.0	48.5678704856787
11709	Human immunodeficiency virus 2	UP000007425	73484	Representative	31	96	100.0	55.2083333333333
11723	Simian immunodeficiency virus	UP000005623	11723	Representative	306	24244	99.6732026143791	16.3710608810427
11746	Jaagsiekte sheep retrovirus	UP000118907	11746	Other	1	1	100.0	100.0
11757	Mouse mammary tumor virus	UP000228400	11758	Reference	4	30	100.0	96.6666666666667
11768	Feline leukemia virus	UP000120560	11768	Other	2	19	100.0	63.1578947368421
11780	Snyder-Theilen feline sarcoma virus		11780	All-proteins	1	1	100.0	100.0
11786	Murine leukemia virus	UP000006625	928306	Reference	39	163	94.8717948717949	24.5398773006135
11809	Moloney murine sarcoma virus	UP000108184	11809	Other	1	4	100.0	0.0
11855	Mason-Pfizer monkey virus	UP000007228	11942	Other	2	7	100.0	57.1428571428571
11864	Avian leukosis virus	UP000002238	363745	Reference	10	14	90.0	21.4285714285714
11886	Rous sarcoma virus	UP000007183	11888	Other	3	10	100.0	100.0
11901	Bovine leukemia virus	UP000202838	11901	Representative	13	464	100.0	67.8879310344828
11966	Aids-associated retrovirus		11966	All-proteins	1	2	100.0	100.0
11976	Rabbit hemorrhagic disease virus	UP000000413	314536	Reference	2	17	100.0	76.4705882352941
11978	Feline calicivirus	UP000001098	292349	Reference	5	63	100.0	30.1587301587302
11983	Norwalk virus	UP000000826	524364	Reference	84	447	100.0	27.2930648769575
12064	Enterovirus E	UP000006566	12065	Other	4	19	100.0	84.2105263157895
12092	Hepatovirus A	UP000006724	12098	Reference	23	636	100.0	88.0503144654088
12110	Foot-and-mouth disease virus	UP000000682	649897	Reference	97	1402	100.0	31.3124108416548
12161	Beet yellows virus	UP000000359	478555	Representative	1	4	100.0	100.0
12162	Citrus tristeza virus	UP000204414	12162	Representative	3	7	100.0	0.0
12211	Plum pox virus	UP000006685	12213	Other	2	2	100.0	100.0
12216	Potato virus Y	UP000000520	12219	Reference	4	10	100.0	80.0
12232	Zucchini yellow mosaic virus	UP000008610	117128	Other	1	1	100.0	100.0
12242	Tobacco mosaic virus	UP000000522	12243	Representative	11	230	100.0	97.8260869565217
12305	Cucumber mosaic virus	UP000002502	12307	Representative	2	7	100.0	100.0
12455	Borna disease virus	UP000007804	928296	Representative	9	30	100.0	96.6666666666667
12475	Hepatitis delta virus	UP000006675	31762	Representative	30	368	100.0	37.2282608695652
12480	African green monkey polyomavirus	UP000173801	10574	Representative	1	1	100.0	100.0
12639	Duck hepatitis B virus	UP000007203	489543	Representative	10	296	100.0	80.7432432432432
12643	Ectromelia virus	UP000130118	1452750	Other	39	52	100.0	100.0
12721	Human immunodeficiency virus	UP000135747	12721	Representative	22	60	95.4545454545454	41.6666666666667
13101	Juniperus ashei		13101	All-proteins	2	74	100.0	100.0
13373	Burkholderia mallei	UP000006693	243160	Non-redundant	164	165	100.0	98.7878787878788
13415	Chamaecyparis obtusa		13415	All-proteins	5	128	100.0	98.4375
13451	Corylus avellana		13451	All-proteins	7	154	100.0	98.0519480519481
13469	Cupressus sempervirens		13469	All-proteins	3	24	100.0	100.0
13557	Hapalemur griseus		13557	All-proteins	1	1	100.0	100.0
13616	Monodelphis domestica	UP000002280	13616	Representative	2	4	100.0	100.0
13618	Myrmecia pilosula		13618	All-proteins	1	2	100.0	100.0
13677	Scomber scombrus		13677	All-proteins	1	1	100.0	100.0
15368	Brachypodium distachyon	UP000008810	15368	Representative	1	1	100.0	100.0
15957	Phleum pratense		15957	All-proteins	179	1962	99.4413407821229	93.4250764525994
16719	Juglans nigra		16719	All-proteins	2	24	100.0	100.0
27990	Plasmodium vivax-like sp.		27990	All-proteins	1	3	100.0	100.0
28035	Staphylococcus lugdunensis	UP000070063	28035	Non-redundant	5	5	100.0	100.0
28037	Streptococcus mitis	UP000013315	1239793	Non-redundant	1	1	100.0	100.0
28038	Latilactobacillus curvatus	UP000031010	28038	Non-redundant	1	1	100.0	100.0
28049	Acidothermus cellulolyticus	UP000008221	351607	Representative	2	2	100.0	100.0
28080	Campylobacter upsaliensis	UP000005813	888826	Non-redundant	1	1	100.0	100.0
28116	Bacteroides ovatus	UP000005506	997886	Non-redundant	6	6	100.0	66.6666666666667
28130	Prevotella disiens	UP000003610	866771	Non-redundant	1	1	100.0	100.0
28131	Prevotella intermedia	UP000187195	1122984	Representative	1	3	100.0	33.3333333333333
28132	Prevotella melaninogenica	UP000267517	28132	Non-redundant	1	2	100.0	100.0
28137	Prevotella veroralis	UP000003327	649761	Representative	1	1	100.0	100.0
28151	Serratia proteamaculans	UP000192912	28151	Non-redundant	1	1	100.0	100.0
28172	Vibrio metschnikovii	UP000005604	675813	Other	1	1	100.0	100.0
28197	Aliarcobacter butzleri	UP000001136	367737	Representative	1	1	100.0	100.0
28227	Malacoplasma penetrans	UP000002522	272633	Representative	3	71	100.0	92.9577464788733
28295	Porcine epidemic diarrhea virus	UP000110085	28295	Representative	24	262	100.0	56.8702290076336
28300	Heron hepatitis B virus	UP000008679	28300	Other	1	1	100.0	100.0
28327	Murine rotavirus	UP000141373	28327	Representative	3	44	100.0	88.6363636363636
28375	Soil-borne wheat mosaic virus	UP000009270	652673	Representative	1	1	100.0	100.0
28448	Komagataeibacter xylinus	UP000019231	1296990	Non-redundant	1	1	100.0	0.0
28450	Burkholderia pseudomallei	UP000000605	272560	Representative	112	938	100.0	99.1471215351812
28479	Phalaris aquatica		28479	All-proteins	3	29	100.0	100.0
28871	Taterapox virus	UP000139570	28871	Other	3	5	100.0	100.0
28873	Camelpox virus	UP000107153	203172	Representative	65	169	100.0	100.0
28875	Rotavirus A	UP000006581	10962	Representative	71	253	100.0	56.5217391304348
28901	Salmonella enterica	UP000001014	99287	Representative	518	645	94.5945945945946	73.6434108527132
28903	Mycoplasmopsis bovis	UP000008713	289397	Non-redundant	4	12	100.0	100.0
28909	Cynodon dactylon		28909	All-proteins	9	171	100.0	93.5672514619883
29073	Ursus maritimus	UP000261680	29073	Representative	1	1	100.0	100.0
29159	Crassostrea gigas	UP000005408	29159	Representative	5	26	100.0	92.3076923076923
29170	Ancylostoma caninum	UP000252519	29170	Representative	1	1	100.0	100.0
29176	Neospora caninum	UP000007494	572307	Representative	2	84	100.0	91.6666666666667
29271	Dasheen mosaic virus	UP000203176	29271	Other	1	1	100.0	0.0
29320	Paenarthrobacter nicotinovorans	UP000078426	29320	Other	1	3	100.0	0.0
29362	Ruminiclostridium papyrosolvens	UP000003860	588581	Other	1	1	100.0	100.0
29380	Staphylococcus caprae	UP000003152	525378	Non-redundant	81	173	85.1851851851852	98.8439306358382
29388	Staphylococcus capitis	UP000291949	29388	Non-redundant	12	18	100.0	100.0
29430	Acinetobacter haemolyticus	UP000003085	707232	Non-redundant	1	1	100.0	100.0
29442	Pseudomonas tolaasii	UP000549134	29442	Non-redundant	2	2	100.0	100.0
29447	Xanthomonas albilineans	UP000001890	380358	Representative	1	1	100.0	100.0
29459	Brucella melitensis	UP000000419	224914	Non-redundant	154	666	100.0	99.6996996996997
29461	Brucella suis	UP000325361	644346	Representative	72	72	68.0555555555556	18.0555555555556
29466	Veillonella parvula	UP000007968	479436	Non-redundant	2	2	50.0	50.0
29484	Yersinia frederiksenii	UP000254835	29484	Non-redundant	3	3	100.0	100.0
29497	Vibrio splendidus	UP000005350	314291	Non-redundant	2	2	100.0	100.0
29507	Leptospira kirschneri	UP000012127	1193046	Representative	1	1	100.0	100.0
29518	Borreliella afzelii	UP000005216	390236	Non-redundant	7	9	100.0	44.4444444444444
29519	Borreliella garinii	UP000002276	290434	Non-redundant	6	33	100.0	15.1515151515152
29523	Bacteroides sp.	UP000262078	29523	Non-redundant	3	3	100.0	33.3333333333333
29543	Pelobacter propionicus	UP000006732	338966	Representative	2	3	100.0	100.0
29661	Anthoxanthum odoratum		29661	All-proteins	2	4	100.0	75.0
29679	Holcus lanatus		29679	All-proteins	2	21	100.0	100.0
29715	Ambrosia psilostachya		29715	All-proteins	4	22	100.0	81.8181818181818
29760	Vitis vinifera	UP000009183	29760	Representative	1	1	100.0	100.0
29780	Mangifera indica		29780	All-proteins	1	2	100.0	100.0
29918	Cladosporium herbarum		29918	All-proteins	9	59	100.0	100.0
30011	Pyrophorus plagiophthalamus		30011	All-proteins	2	3	100.0	100.0
30069	Anopheles stephensi	UP000076408	30069	Representative	1	1	100.0	0.0
30215	Vespula vidua		30215	All-proteins	1	1	100.0	100.0
30522	Bos indicus x Bos taurus	UP000314981	30522	Representative	1	1	100.0	100.0
30538	Vicugna pacos	UP000504605	30538	Representative	1	1	100.0	0.0
31330	Ephydatia fluviatilis		31330	All-proteins	1	1	100.0	100.0
31721	Beet necrotic yellow vein virus	UP000001100	652670	Representative	2	7	100.0	100.0
32025	Helicobacter hepaticus	UP000002495	235279	Representative	2	4	100.0	100.0
32049	Synechococcus sp. PCC 7002	UP000001688	32049	Representative	1	1	100.0	100.0
32201	Carya illinoinensis	UP000811609	32201	Representative	2	162	100.0	96.2962962962963
32278	Metapenaeus ensis		32278	All-proteins	1	18	100.0	100.0
32630	synthetic construct		32630	All-proteins	6	1603	0.0	0.0
33025	Phascolarctobacterium faecium	UP000014944	33025	Representative	1	1	100.0	100.0
33039	[Ruminococcus] torques	UP000078383	33039	Non-redundant	2	2	100.0	100.0
33060	Yersinia mollaretii	UP000043938	33060	Non-redundant	3	3	100.0	100.0
33069	Pseudomonas viridiflava	UP000050462	33069	Non-redundant	1	1	100.0	0.0
33075	Acidobacterium capsulatum	UP000002207	240015	Representative	1	1	100.0	100.0
33127	Parietaria judaica		33127	All-proteins	6	129	100.0	99.2248062015504
33178	Aspergillus terreus	UP000007963	341663	Representative	2	4	100.0	100.0
33934	Anoxybacillus flavithermus	UP000000742	491915	Representative	1	1	100.0	0.0
33940	Geobacillus thermodenitrificans	UP000001578	420246	Non-redundant	1	2	100.0	100.0
33959	Lactobacillus johnsonii	UP000002627	633699	Non-redundant	1	1	100.0	100.0
33989	Rickettsia amblyommatis	UP000008005	1105111	Representative	1	1	100.0	100.0
33990	Rickettsia bellii	UP000001951	336407	Representative	12	12	100.0	100.0
34245	Zinnia elegans		34245	All-proteins	1	1	100.0	100.0
34610	Amblyomma variegatum		34610	All-proteins	2	164	100.0	100.0
34631	Rhipicephalus appendiculatus		34631	All-proteins	3	164	100.0	100.0
34632	Rhipicephalus sanguineus	UP000821837	34632	Other	1	1	100.0	100.0
34862	Otospermophilus beecheyi		34862	All-proteins	1	1	100.0	100.0
35258	Lambdapapillomavirus 2	UP000008788	766192	Representative	2	25	100.0	100.0
35269	Woodchuck hepatitis virus	UP000000287	10433	Representative	9	93	100.0	95.6989247311828
35275	Murine endogenous retrovirus		35275	All-proteins	1	14	0.0	0.0
35288	Grapevine virus A	UP000000679	651358	Representative	1	19	100.0	100.0
35297	Striped jack nervous necrosis virus	UP000000414	35297	Reference	1	1	100.0	0.0
35345	Lactococcus phage TP901-1	UP000203132	35345	Representative	1	1	100.0	100.0
35670	Naja naja	UP000694559	35670	Representative	2	6	100.0	100.0
35725	Macrophomina phaseolina	UP000007129	1126212	Representative	1	1	100.0	100.0
35788	Rickettsia africae	UP000002305	347255	Other	1	1	100.0	100.0
35791	Rickettsia massiliae	UP000001311	416276	Other	3	3	100.0	100.0
